id,autahunor,guid,description,Text Cleaning,Sentiment
316,@ahqitutorial616,Ugx2OouhQQTYSTO0q8h4AaABAg,Biar di adilin Alloh baru ga bs komenta r para pemimpin2 dholim,Biar di adilin alloh baru ga bs komenta r para pemimpin2 dholim,negatif
317,@lelesfahira4561,Ugx-F1t9rNZ5vnRGuqR4AaABAg,"Semoga saja yang di ciptakan , apa itu kerja, membuahkan kesejahtra\'an seluruh masyarakat indonesi maju..amin amin amin..",Semoga saja yang di ciptakan apa itu kerja membuahkan kesejahtraan seluruh masyarakat indonesi majuamin amin amin,negatif
318,@h454nuddin8,UgxSW0u93NQdX2w89ZZ4AaABAg,Abab tok,Abab tok,negatif
319,@hamdanihamdani8956,UgzKn3rn0otbmpKpiS94AaABAg,Bujug lempar batu sembunyi tangan ..yaaa sama aja bohong ke MK mah dah tw jawaban y hahaha,Bujug lempar batu sembunyi tangan yaaa sama aja bohong ke mk mah dah tw jawaban y hahaha,negatif
320,@diniwan2128,UgyMbE-CQOCJNR8Szhp4AaABAg,Di dunia bisa menang lah....tnggu aja di akhirat nnti.....,Di dunia bisa menang lahtnggu aja di akhirat nnti,negatif
321,@kikywidhia9725,UgzmegsZ6n8KrjAOUuF4AaABAg,"kalau aku sih setuju sama ide beliau selama point2 nya tidak melenceng dan tidak merugikan buruh petani dan masyarakat , selagi niat baik untuk perekonomian indonesia maju dan tercipta bnyak nya lapangan pekerjaan kami akan dukung !!",kalau aku sih setuju sama ide beliau selama point2 nya tidak melenceng dan tidak merugikan buruh petan,negatif
322,@azkaalfarizi4662,UgzmegsZ6n8KrjAOUuF4AaABAg.9Eabl-8c87q9EbuNlxCBdP,pea,Pea,negatif
323,@user-ke9qx5kr8s,UgzmegsZ6n8KrjAOUuF4AaABAg.9Eabl-8c87qA-t2ikhvtMK,Tidak merugikan darimana??,Tidak merugikan darimana,negatif
324,@damhuri3780,UgwwjTkw0sF5WKHI5VN4AaABAg,Nggk bakalan menang,Nggk bakalan menang,negatif
325,@derisartpicture9961,UgybZgazNA9mSLXGDol4AaABAg,Iya aja dah,Iya aja dah,negatif
326,@gunturlatukau2225,UgzI6cCCakpbXg67oG54AaABAg,Tipu tipu,Tipu tipu,negatif
327,@noviyantirachmi4500,UgwLMWd2Fy2PHrarpux4AaABAg,"Rakyat sudah tau apa yang akan terjadi,, Semua sudah dimainkan. penguasa telah menunjukan kuasanya. Biar Allah yang akan menunjukkan KuasaNya..hisab di dunia dan akhirat",Rakyat sudah tau apa yang akan terjadi semua sudah dimainkan penguasa telah menunjukan kuasanya biar allah yang akan menunjukkan kuasanyahisab di dunia dan akhirat,negatif
328,@hdkarim5385,Ugz9lZnTKyw4l5jNsiapaB4AaABAg,demonya kurang,Demonya kurang,negatif
329,@elikartini6748,UgxYHL7RBaQjzfreQZ94AaABAg,"Dalang pelo... Dunia ini panggung sandiwara ceritanya udah bisa dtebak. Semoga dberikan dan dbukakan pintu hidayahaanya agar adil, bijak dan qonaâ€ah ...eh apa sih",Dalang pelo dunia ini panggung sandiwara ceritanya udah bisa dtebak semoga dberikan dan dbukakan pintu hidayahaanya agar adil bijak dan qonaah eh apa sih,negatif
330,@g.bintang6534,Ugz7H_SY8Co72X4wCJV4AaABAg,bikin ancuur loe Bos.!!!,Bikin ancuur loe bos,negatif
331,@titadianaadri959,UgxOMVsmdMhEpf47joF4AaABAg,"Saya udah ngadu samaa Allah SWT, karna dia satu2 nya yg maha adil siap2 aja , penguasa negara ini sudah menunjuk kan kuasa nya yg semena2 smoga Allah akan menunjukan kuasa nya juga untuk kalian yang zolim Aaminn",Saya udah ngadu samaa allah swt karna dia satu2 nya yg maha adil siap2 aja penguasa negara ini sudah menunjuk kan kuasa nya yg semena2,negatif
332,@ajibayu6626,UgyXZkBjiOANt-Pdzhd4AaABAg,penipu ulung,Penipu ulung,negatif
333,@titadianaadri959,UgyQ9MJTuevG0ssz8QB4AaABAg,Percuma cuk,Percuma cuk,negatif
334,@bapakali2974,UgxdVIvmlrC0VfBeAFR4AaABAg,Apakah anda tidak pernah jadi rakyat yg susah.. Orang tua bontang banting nyari buat makan anak2nya. Dan biaya sekolah. Coba kalau posisi jaman sekarang. Sudah covid. Nyari usaha susah. Uu cipta kerja. Dasar tolol,Apakah anda tidak pernah jadi rakyat yg susah orang tua bontang banting nyari buat makan anak2nya dan biaya sekolah coba kalau posisi jaman seka,negatif
335,@carfore,UgzeOk3FJlPMonNP7Op4AaABAg,pakde pakde,Pakde pakde,negatif
336,@rahmawatiibrahim6368,UgwOziunJDTR2Su3mRh4AaABAg,Wkwkwwk lagu lama bapak yg mulia anda di arahkan oleh pembisik anda,Wkwkwwk lagu lama bapak yg mulia anda di arahkan oleh pembisik anda,negatif
337,@harisnasution1569,UgxhTvsE2Nvcy_SWdZV4AaABAg,Udah sarapan blom pak lemas amat,Udah sarapan blom pak lemas amat,negatif
338,@mariberbagiinformasiagusin4467,UgxrxbgaMjH3pINj-op4AaABAg,"maaf ya kok presinden makin kesini makin mbulet, mancla mencle, MK itu quarter tahunree money dengan pemerintah.",Maaf ya kok presinden makin kesini makin mbulet mancla mencle mk itu quarter tahunree money dengan pemerintah,negatif
339,@sakadaek1977,Ugw5tIsDCfl1eur7JyB4AaABAg,"Emang namanya juga CIPTA KERJA bukan CIPTA UANG HASIL KERJA jadinya yg ada bikin kerjaan makin rumit. Batalinnya aja mesti rumit, emang prodak otak rumit.. jadi bener2 bikin CIPTA KERJA ngak jadi duit. REJIM RUMIT",Emang namanya juga cipta kerja bukan cipta uang hasil kerja jadinya yg ada bikin kerjaan makin rumit batalinnya aja mesti rumit emang prodak,negatif
340,@ekaputra2885,Ugw5tIsDCfl1eur7JyB4AaABAg.9EaZ_MJZ2189EabLn4Iupv,Memang kalo ketitik mudah ya,Memang kalo ketitik mudah ya,negatif
341,@yadiboncoz4739,UgwPzuSwL-BRIutDVll4AaABAg,Ibarat kata anak kecil yg ketauan mencuri buah lalu pergi bersembunyi di belakang ibu nya untuk mendapat perlindungan,Ibarat kata anak kecil yg ketauan mencuri buah lalu pergi bersembunyi di belakang ibu nya untuk mendapat perlindungan,negatif
342,@kahfiyudho626,UgzzVYKvm0V7SFeyMjd4AaABAg,Giliran bpjs aja udah dibatalin mk dikeluarin perpu sakti,Giliran bpjs aja udah dibatalin mk dikeluarin perpu sakti,negatif
343,@syaifularif950,UgzsGH9_BWBWreSCNJl4AaABAg,"Percuma bos paling juga nggk bisa menang, mk sekarang udah bejat, sudah nyata banyak rakyat yg menolak kok tetap ngotot",Percuma bos paling juga nggk bisa menang mk sekarang udah bejat sudah nyata banyak rakyat yg menolak kok tetap ngotot,negatif
344,@ewokasiapaal6286,UgxMD7RsniDsJwz0j094AaABAg,d ajukan ke mk ky y jm mlm lg d putusin y jd percuma krn msh sepaket he he he,D ajukan ke mk ky y jm mlm lg d putusin y jd percuma krn msh sepaket he he he,negatif
345,@bamsetuju289,Ugzy0vAeHpGJQay6Vyd4AaABAg,ati ati pak pengadilan akhirat,Ati ati pak pengadilan akhirat,negatif
346,@nindamua237,Ugylp68JKUjL6GYRn5F4AaABAg,lol...........yg menolak hampir semua daerah..........berarti minim sosialisasi dan partisipas dari baik itu buruh secara khusuh ataupun masyarakat secara umum....piye to pak2.....iki negoro lho....kok ya bercanda aja to njenengan itu sukanya...gemes aku,Lolyg menolak hampir semua daerahberarti minim sosialisasi dan p,negatif
347,@tbdenyzmaulana7886,Ugz8A1g4pXeJOtKn8V54AaABAg,"KAN MK NYA SUDAH DITEKAN PA??? KLW PUAS NGAPAIN DEMO SELURUH INDONESIA? DUH, AMPUN",Kan mk nya sudah ditekan pa klw puas ngapain demo seluruh indonesia duh ampun,negatif
348,@dodifadillah751,UgzmAdeVGA-vJPeBcs14AaABAg,Bohooooooonnnnggggggggg,Bohooooooonnnnggggggggg,negatif
349,@harsonaputrazebua2766,Ugx7p1UCP0lkOmCa3Vx4AaABAg,"Kalo bisa ngapload vidionya jangan dipotong bung,jangan cmn diambil sebagian saja ,ini bisa nanti membuat orang banyak berpresepsi yang gk baik Terimakasih",Kalo bisa ngapload vidionya jangan dipotong bungjangan cmn diambil sebagian saja ini bisa nanti membuat orang banyak berpresepsi yang gk baik terimakasih,negatif
350,@iDeamotivasimu,UgxKQV-soSzKr_9N2UR4AaABAg,Uhuiyyyy hahahaa,Uhuiyyyy hahahaa,negatif
351,@asepbrandon,UgxmlDR55PT-RbfT_sl4AaABAg,menang belum tentu. giliran menang pake kepres juga senjatanya kayak bpjs wkwkwkwk,Menang belum tentu giliran menang pake kepres juga senjatanya kayak bpjs wkwkwkwk,negatif
352,@Garenk212,UgzVyK4Pwz49mpGUdwt4AaABAg,"SEMOGA PADA LULUS UJI MATERI AKHIRAT, AKU DOAKAN YANG TERBAIK UNTUK KITA SEMUA RAKYAT INDONESIA",Semoga pada lulus uji materi akhirat aku doakan yang terbaik untuk kita semua rakyat indonesia,negatif
353,@hasbiariga4528,UgwxbPyl0xnjPQBav7d4AaABAg,Ayoooo pilih gibran jadi gubernur mari mari !!!!,Ayoooo pilih gibran jadi gubernur mari mari,netral
354,@elvienurhayati2357,UgxbGRXVeD-P8OzPfCd4AaABAg,"Ya Rabb laknatlah org "" pemerintah,dpr,aparat yg tidak amanah,yg dzolim pd rakyat nya...segerakan ya Rabb. Doa dari rakyat yg terdzolimi",Ya rabb laknatlah org pemerintahdpraparat yg tidak amanahyg dzolim pd rakyat nyasegerakan ya rabb doa dari rakyat yg terdzolimi,netral
355,@rickyh606,UgxbGRXVeD-P8OzPfCd4AaABAg.9EaXt1rtCNl9FbsvlcGtiC,Amin,Amin,netral
356,@flcongaming1866,Ugx_H_87ePE3N1JMiJR4AaABAg,"Kita ni bodoh bukan pemerintah,omnibus law ini udh ad di amerika",Kita ni bodoh bukan pemerintahomnibus law ini udh ad di amerika,netral
357,@zakariazaka9923,UgwFEc5QpndRhXo3Jo94AaABAg,Yg jelas salah ambil langkah ketua dewan anggota dewan...situasi lagi pandemi covid19 jng bikin situasi jdi gx nyaman,Yg jelas salah ambil langkah ketua dewan anggota dewansituasi lagi pandemi covid19 jng bikin situasi jdi gx nyaman,netral
358,@kangisol3808,UgwPJEQvUtb8CFoxpih4AaABAg,Pasal selundupan,Pasal selundupan,netral
359,@kangisol3808,Ugz_kcNFl22-8qa1cht4AaABAg,UUD Ujung Ujungnya Duit,Uud ujung ujungnya duit,netral
360,@WiroSableng-pp2zb,UgyhfVH3TZ2pLPd67xZ4AaABAg,Aku mau nyuci baju dulu lah.. setelah denger ini,Aku mau nyuci baju dulu lah setelah denger ini,netral
361,@pungkihw1,UgxJP7oTwBhXIlbwoO54AaABAg,"Tangkap yg bikin rusuh... Kalian demo gak paham apa2 tapi merusak dan anarkis... Kalian harus tahu bangunan yg kalian rusak itu adalah dari pajak yg dipotong dari gaji kita,kamu dan kalian..",Tangkap yg bikin rusuh kalian demo gak paham apa2 tapi merusak dan anarkis kalian harus tahu bangunan yg kalian rusak itu adalah dari pajak yg dipotong dari gaji kitakamu dan kalian,netral
362,@yayanramlan8290,Ugx1b24paVOXi_QIIUV4AaABAg,"Ga usah bos percuma, saya mau coba tanya rumput yg bergpyang kata ebit g ade.",Ga usah bos percuma saya mau coba tanya rumput yg bergpyang kata ebit g ade,netral
363,@ariari912,UgyvGsEzD6JFGr3RtCZ4AaABAg,Merampot pak. Bagos bapak tidok jak di rumah.,Merampot pak bagos bapak tidok jak di rumah,netral
364,@superbagorify,UgwHWdkby_qiOtY42kp4AaABAg,kan bapak bisa langsung mutusin pakk,Kan bapak bisa langsung mutusin pakk,netral
365,@sarjanaproposal770,UgzuRC_NvNk3685ew4x4AaABAg,"Sebagai pakar hukum tata negara Mahfud MD memberikan pernyataan di hadapan publik pada : 12 Februari 2018 di acara tv one yang isinya : Kata Mahfud MD seorang pemimpin kalau sudah tidak di percaya rakyatnya kebijakannya menimbulkan kontroversi maka mundurlah ,kalau sudah mendapatkan cemoohan masyarakat ini kata tap MPR no 6 tahun 2000 seorang pemimpin kalau sudah tidak di percaya oleh masyarakat kebijakannya dicurigai, menimbulkan kontroversi maka GK usah nunggu berdasar hukum saya blm salah Ndak bisa begitu....mundur kata tap MPR ini, kalau SDH tidak di percaya masyarakat",,netral
366,@sarjanaproposal770,Ugx-ySug4LqvIzXoI8R4AaABAg,"Sebagai pakar hukum tata negara Mahfud MD memberikan pernyataan di hadapan publik pada : 12 Februari 2018 di acara tv one yang isinya : Kata Mahfud MD seorang pemimpin kalau sudah tidak di percaya rakyatnya kebijakannya menimbulkan kontroversi maka mundurlah ,kalau sudah mendapatkan cemoohan masyarakat ini kata tap MPR no 6 tahun 2000 seorang pemimpin kalau sudah tidak di percaya oleh masyarakat kebijakannya dicurigai, menimbulkan kontroversi maka GK usah nunggu berdasar hukum saya blm salah Ndak bisa begitu....mundur kata tap MPR ini, kalau SDH tidak di percaya masyarakat",,netral
367,@adelyessetuju898,UgyFkalauXYmFY55jLFxh4AaABAg,Ya mudah2an Allah yg balas.. pak dosa mu teramat besar untuk rakyat ini,Ya mudah2an allah yg balas pak dosa mu teramat besar untuk rakyat ini,positif
368,@muhammadasikin4839,UgzeFIcEdVPW7IpgVK94AaABAg,Sm j bodong pilpres ajah bs curang apalagi uu cipta kerja kgk percaya slh ajh bs benar kecuali mampus kgk bisa dia bohongin,Sm j bodong pilpres ajah bs curang apalagi uu cipta kerja kgk percaya slh ajh bs benar kecuali mampus kgk bisa dia bohongin,negatif
369,@sarjanaproposal770,UgypTuo_0TxoWLx4ZtZ4AaABAg,"Sebagai pakar hukum tata negara Mahfud MD memberikan pernyataan di hadapan publik pada : 12 Februari 2018 di acara tv one yang isinya : Kata Mahfud MD seorang pemimpin kalau sudah tidak di percaya rakyatnya kebijakannya menimbulkan kontroversi maka mundurlah ,kalau sudah mendapatkan cemoohan masyarakat ini kata tap MPR no 6 tahun 2000 seorang pemimpin kalau sudah tidak di percaya oleh masyarakat kebijakannya dicurigai, menimbulkan kontroversi maka GK usah nunggu berdasar hukum saya blm salah Ndak bisa begitu....mundur kata tap MPR ini, kalau SDH tidak di percaya masyarakat",,negatif
370,@nbrotahuners5881,UgxDTStGJVOYPRq_p2d4AaABAg,alah2 dapuran opo ae ngeneki,Alah2 dapuran opo ae ngeneki,negatif
371,@gunturriyadi2175,UgzbDK7hWGbOioOML794AaABAg,Rayat sudah tida percaya MK..ðŸ‘Ž,Rayat sudah tida percaya mk,negatif
372,@henrich6502,UgzXcYZ7ECJJntE8HW54AaABAg,Bobon santoso tahune next DPR Bobon santoso tahune next DPR Bobon santoso tahune next DPR,Bobon santoso tahune next dpr bobon santoso tahune next dpr bobon santoso tahune next dpr,negatif
373,@muslimahima6307,UgwYIH24WzvjxSA6qDl4AaABAg,MK nya sama gak selesai,Mk nya sama gak selesai,negatif
374,@alsafasetianaazzahra9931,UgxyUAr4vUvoBpY0setujul4AaABAg,"Kok Cari aman aja pak ? Menurut bapak apa rakyat puas dengan ruu omnibus law ini?? Kalo mmg rkyat gak puas kan bisa bapak mengajukan ke mk,, itu sih jika peduli sama rakyat pasti bisa membela rakyat.. Kok malah rakyar yg di suruh* ngadu ke mk..!! Kok merasa mau di adu ya rakyat sama dpr.. Hadeehhh sabar sabar sabar",,negatif
375,@rasirasi8100,Ugz4rJoirbZbVxXcNqV4AaABAg,Ra sudi pemilu Kala yo tetep menang kok suruh ngaduh ke mk tek waktune,Ra sudi pemilu kala yo tetep menang kok suruh ngaduh ke mk tek waktune,negatif
376,@sokhibi5850,UgyUNG-IrKdLDNz_fuF4AaABAg,Taelah,Taelah,negatif
377,@jheje1318,UgxatpWS0C01uTEPGQZ4AaABAg,MK sudah di boking ngapain lapor kesana pak,Mk sudah di boking ngapain lapor kesana pak,negatif
378,@emojiad10lol68,Ugx6SrX0n37TnsFEyip4AaABAg,Ini dedengkot sebenarnya Sejak dia naik istana Indonesia kacau balau!,Ini dedengkot sebenarnya sejak dia naik istana indonesia kacau balau,negatif
379,@herusantoso1875,Ugz_J4MpKlJLggSUl154AaABAg,Bullshit,Bullshit,negatif
380,@idahatta7502,UgxOyLKt6SBclOy0zmB4AaABAg,Mlssss,Mlssss,negatif
381,@emmyhermiati6873,UgyrAlKdnnmm-BW962Z4AaABAg,ðŸ˜‚ðŸ˜‚ðŸ˜‚ Pak...e.. Semua negara lg mikirin diri nya sendiri....masih nyimpen duit nya.. Menunggu perkembangan politik global...mustahil inves di lakukan sekarang ini...urusan cofid dn pangan masih memerlukan perhatian... Lah..kok pak e..kesusu..ngarep inves sementara cofid indonesia jadi masalah di who.. tidak ada keseriusan dlm menangani cofid membuat indonesia kena locdown...ðŸ˜‚ðŸ˜‚ðŸ˜‚ Pie to pak pak.. Masalah Uu omibuslaw....mbok ya duduk bareng dulu dng banyak ahli2 elemen2 bangsa utk menghasilkan keharmonisan dn kesepakatan dlm berbangsa dn bernegara...utk membuat uu... Di analisa dulu...Apakah uu ini punya agenda2 terselubung..? ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ Utk kepentingan siapa ini..? Itu harus di analisa dong bersama2 Dng para akademisi2 dn semua komponen yg terlibat dlm uu.. Masak di suruh ke mk... mk itu udh kehilangan kepercayaan rakyat...ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ baiknya sih.... duduk bareng agar tercipta keharmonisan bangsa jng bersikap otoriter... Mau ngarep inves gi mana.. Cofid ga kelar2... Negara lain takut sama indonesia.. Demo lagi..demo lagi.. Rusuh pula.... Pie to pak...pak.. ðŸ˜€ðŸ˜€ðŸ˜€,,negatif
382,@errynugraha6003,UgztVpIezU6ZtOn7bHZ4AaABAg,Udahlah kita mengalah ajj percuma gk bakalan menang.....,Udahlah kita mengalah ajj percuma gk bakalan menang,negatif
383,@blackhome3567,UgzAW1xD-rQVMpIfZ094AaABAg,Tidak perlu ke MK. Kita doakan saja semoga anak sanak saudaranya mati mengenaskan dan tidak di terima di liang lahat.,Tidak perlu ke mk kita doakan saja semoga anak sanak saudaranya mati mengenaskan dan tidak di terima di liang lahat,negatif
384,@arifatussolikhah333,UgyL61bXMVRASQgpxjR4AaABAg,"EVERYtahunING IS OKAY, BOS.. BAPAK PERGI SAJA KE KALIMANTAN TENGAH (hehehe... Luar Biasa Pembisiknya).",Everytahuning is okay bos bapak pergi saja ke kalimantan tengah hehehe luar biasa pembisiknya,negatif
385,@sinarjaya777online9,UgyL61bXMVRASQgpxjR4AaABAg.9EaVDZeePmZ9EcEcH5RkvW,Disana bapak bisa main itik sambil bagi bagi hadiah kuis ikan ikanan..(begitu lanjutan pembisiknya),Disana bapak bisa main itik sambil bagi bagi hadiah kuis ikan ikananbegitu lanjutan pembisiknya,negatif
386,@afgansafrudin9976,UgyL61bXMVRASQgpxjR4AaABAg.9EaVDZeePmZ9EcHYisb0pS,Lagu lama inget pemilu jam 1tayang pagi aman y,Lagu lama inget pemilu jam 1tayang pagi aman y,negatif
387,@arifatussolikhah333,UgybY1XoT5W37Tbsvtl4AaABAg,"EVERYtahunING IS OKAY, BOS.. BAPAK PERGI SAJA KE KALIMANTAN TENGAH (hehehe... Luar Biasa Pembisiknya).",Everytahuning is okay bos bapak pergi saja ke kalimantan tengah hehehe luar biasa pembisiknya,negatif
388,@palahdayaku3526,UgybY1XoT5W37Tbsvtl4AaABAg.9EaVCqiCG659Eflbt1zxEt,Kalimantan bisa membunuh tanya menyentuh wkwkðŸ¤£,Kalimantan bisa membunuh tanya menyentuh wkwk,negatif
389,@arifatussolikhah333,UgyS3lfY9zqM95h0dQ94AaABAg,"EVERYtahunING IS OKAY, BOS.. BAPAK PERGI SAJA KE KALIMANTAN TENGAH (hehehe... Luar Biasa Pembisiknya).",Everytahuning is okay bos bapak pergi saja ke kalimantan tengah hehehe luar biasa pembisiknya,negatif
390,@TaufikHidayat-xm8ck,UgzqTxO96H2snCr-setuju54AaABAg,Ruwet ruwet ruwet,Ruwet ruwet ruwet,negatif
391,@aleshapink9999,UgxacTGxVjyUAN5bwBh4AaABAg,Semoga ALLAH memberikan hisap yg sangat pedih...kekuasaan mu hanya beberatahun...tpi ajalmu tiada yg tau pak...,Semoga allah memberikan hisap yg sangat pedihkekuasaan mu hanya beberatahuntpi ajalmu tiada yg tau pak,negatif
392,@anticebongpenjilat9843,Ugx06jTvFkHEFji_8UR4AaABAg,"Buat buruh yang kemarin pilih dia , saya ucapkan selamat menikmati omnibus law, tetap semangat dukung lagi biar 3 periode ðŸ™ŠðŸ˜‚",Buat buruh yang kemarin pilih dia saya ucapkan selamat menikmati omnibus law tetap semangat dukung lagi biar 3 periode,negatif
393,@tipsywarpropaganda158,UgzxYqC97PiFKRbC-bt4AaABAg,NEGARA KESATUAN REPUBLIK INVESTOR,Negara kesatuan republik investor,negatif
394,@wahyufebri0802,Ugxrq25eEn_cyLCtXXJ4AaABAg,Ok lah kita coba nanti kalo gugatan nya kalah yaudah jadi mk nya gak netral Siap2 demo besar2 an lagi kayak kejadian gugatan pak prabowo saat pilpress,Ok lah kita coba nanti kalo gugatan nya kalah yaudah jadi mk nya gak netral siap2 demo besar2 an lagi kayak kejadian gugatan pak prabowo saat pilpress,negatif
395,@edisaputra7413,UgwI_fHQfzoJQtOATld4AaABAg,UD malas dengar ....UD ga mau tau rakyat....,Ud malas dengar ud ga mau tau rakyat,negatif
396,@Antonalghaniyah90,UgwQZGia7cTDCznAn054AaABAg,Percuma ke MK Orang2 MK Nya juga orang2nya dia... Udah ketebak hasilnya...,Percuma ke mk orang2 mk nya juga orang2nya dia udah ketebak hasilnya,negatif
397,@vavhitink8691,UgwQZGia7cTDCznAn054AaABAg.9EaU3VFtcFP9EaVvsetujuIdf-,Setuju ðŸ¤£,Setuju,negatif
398,@inihendrik1048,Ugx-XNgJ2HkHYC9_6Q14AaABAg,"belum kau cabut UU tu DPR Ytahun belum behenti kami mendemo,teruntuk bu puan Ytahun, bukalah pola pikir yg dewasa kau bukan anak TK lagi,ndk kasian kau liat perjuangan kakekmu,bung karno,susah payah memerdekakan negri ini. mikir,dh tua ,kau hanya wakil dari para rakyat bu,kalau kau tetap egois silahkan buat negara sendiri,hidup atau mati,NKRI tetap harga mati ðŸ‡®ðŸ‡©",,negatif
399,@imamsunaryoo3683,Ugyxkr4_SRvqEIH60zx4AaABAg,Yo gk mngkn menang lah pak kn udah di atur to...,Yo gk mngkn menang lah pak kn udah di atur to,negatif
400,@grdk_,UgwiZh7PUrWLl8hoCch4AaABAg,Cangkeman,Cangkeman,negatif
401,@ny2588,UgwGWro95vhRpiRbaBZ4AaABAg,Jadi seneng pak dengernya sesuai rencana ðŸ˜€ðŸ‘,Jadi seneng pak dengernya sesuai rencana,negatif
402,@awakmuwes5733,Ugz9Z9b52XD3Do686wN4AaABAg,Geger wes geger,Geger wes geger,negatif
403,@whoami-cd4ej,Ugw3mdIR_1t4bme9Zn54AaABAg,Demo lagi yuuuk minggu,Demo lagi yuuuk minggu,negatif
404,@lahjimaulana2321,UgzOXSjYFKX7uCiT0SR4AaABAg,"Malu gw punya pemimpin begini, percuma mau ke mk juga, semua settingan dan sudah di fikirkan, jadi ujung ujungnya di tolakkkkkkkkkk, jangn kasih tau anak anda pemimpin setelah SBY, bilang saja kena virus..",Malu gw punya pemimpin begini percuma mau ke mk juga semua settingan dan sudah di fikirkan jadi ujung ujungnya di tolakkkkkkkkkk jangn kasih tau ana,negatif
405,@netaaminuddin4390,UgzOXSjYFKX7uCiT0SR4AaABAg.9EaTUg5qBSJ9EatahunDPk_it,Iya iya ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€,Iya iya,negatif
406,@Zein23,UgyTNDm29I4ICvZfLhp4AaABAg,Suara Rakyat gak di Hiraukan bro.. ðŸ¤£,Suara rakyat gak di hiraukan bro,negatif
407,@1988world,Ugx4MezG1m9lflXi9tV4AaABAg,"Saya mengerti prosedur nya memang begitu, tapi melihat pemilu tahun lalu yg banding ke mk kayak nya mk akan mendukung dpr.",Saya mengerti prosedur nya memang begitu tapi melihat pemilu tahun lalu yg banding ke mk kayak nya mk akan mendukung dpr,negatif
408,@esatitis845,Ugy7G_waa116RHJzDGJ4AaABAg,percuma kali...,Percuma kali,negatif
409,@sriyunani569,UgxTff8vJzoY5yl1i7d4AaABAg,Udah nyata2 rkayat seluruh nya menolok kok bilang kalau masih ada yg gak puas. Punya hati nurani gak sih,Udah nyata2 rkayat seluruh nya menolok kok bilang kalau masih ada yg gak puas punya hati nurani gak sih,negatif
410,@knl6319,Ugx5zR27VXYPIy06P494AaABAg,Maatamui,Maatamui,negatif
